74,2,0.6469,736,320,766,340
74,2,0.5609,423,356,484,417
75,2,0.7680,9,642,198,718
75,2,0.6130,734,320,766,340
75,2,0.5826,419,362,480,422
75,2,0.5108,599,287,625,313
76,2,0.4887,1,688,148,719
76,2,0.4785,598,287,625,315
76,2,0.4482,567,322,600,355
76,2,0.3710,731,318,766,338
76,2,0.3091,412,367,475,427
77,2,0.6032,597,288,625,316
77,2,0.5580,408,369,472,431
77,2,0.4509,565,324,598,358
77,2,0.4002,730,318,764,337
77,2,0.3643,588,286,625,317
78,2,0.6403,729,314,762,335
78,2,0.5604,561,330,595,362
78,2,0.5551,598,288,624,317
78,2,0.5161,398,372,469,438
78,2,0.4468,586,287,625,319
79,2,0.7211,728,313,760,334
79,2,0.6951,560,332,595,363
79,2,0.6174,595,289,625,318
79,2,0.5395,393,374,462,441
80,2,0.7023,384,379,456,450
80,2,0.5793,729,312,757,330
80,2,0.5683,557,333,594,367
80,2,0.3599,596,290,624,318
81,2,0.5203,377,383,453,455
81,2,0.5195,729,311,755,329
81,2,0.3307,556,334,594,368
82,2,0.5674,728,309,754,328
82,2,0.5068,553,337,592,371
82,2,0.4149,365,388,444,464
83,2,0.6294,553,338,589,374
83,2,0.6102,727,307,753,327
84,2,0.6336,727,307,752,326
84,2,0.5244,347,394,431,480
84,2,0.4641,550,344,588,378
84,2,0.2619,588,295,620,325
85,2,0.7928,340,398,428,484
85,2,0.7251,549,345,587,382
85,2,0.6290,726,306,752,325
85,2,0.3204,588,295,616,325
86,2,0.6950,543,348,584,385
86,2,0.6676,324,405,421,497
86,2,0.4955,726,306,752,324
86,2,0.4393,586,297,616,327
87,2,0.6421,316,409,413,506
87,2,0.5879,541,351,582,387
87,2,0.4997,725,306,752,323
87,2,0.4023,585,299,612,328
87,2,0.2866,542,305,570,325
88,2,0.7124,298,416,404,520
88,2,0.5804,538,353,581,393
88,2,0.4011,583,299,614,331
88,2,0.3315,722,304,752,323
89,2,0.5120,536,354,579,395
89,2,0.4774,289,418,398,524
89,2,0.4531,582,299,616,333
89,2,0.2830,720,304,751,322
90,2,0.7391,267,429,385,545
90,2,0.5816,533,360,575,402
90,2,0.4309,581,298,616,336
90,2,0.3867,533,359,591,403
90,2,0.3139,720,303,750,321
91,2,0.6984,257,432,378,554
91,2,0.6585,530,365,575,405
91,2,0.4689,579,301,615,337
91,2,0.3526,579,312,614,337
91,2,0.3033,538,308,564,333
92,2,0.7537,526,367,574,410
92,2,0.5469,576,298,612,337
93,2,0.7586,524,369,574,414
93,2,0.5511,219,449,356,583
93,2,0.4653,577,311,610,340
93,2,0.4067,577,298,612,339
94,2,0.7360,188,462,336,608
94,2,0.7045,520,372,566,421
94,2,0.3539,576,301,610,341
94,2,0.2915,575,313,609,341
